first_name,last_name,wins,losses,draws,weight_class,title_holder,fighter_status
Jordan,Williams,8.0,2.0,0.0,Middleweight,False,Active
Abel,Trujillo,15.0,8.0,0.0,Lightweight,False,Active
Ben,Nguyen,17.0,7.0,0.0,Flyweight,False,Active
Claudio,Puelles,9.0,2.0,0.0,Lightweight,False,Active
Adrian,Diaz,11.0,5.0,1.0,Featherweight,False,Active
Israel,Adesanya,13.0,0.0,0.0,Middleweight,False,Active
Josh,Parisian,7.0,2.0,0.0,Heavyweight,False,Active
Patrick,Williams,8.0,7.0,0.0,Bantamweight,False,Active
Damian,Stasiak,10.0,5.0,0.0,Bantamweight,False,Active
Valentina,Shevchenko,15.0,3.0,0.0,Women_Flyweight,False,Active
Martin,Bravo,12.0,1.0,0.0,Featherweight,False,Active
Nick,Urso,10.0,4.0,0.0,Flyweight,False,Active
Maycee,Barber,4.0,0.0,0.0,Women_Strawweight,False,Active
Alex,White,12.0,3.0,0.0,Lightweight,False,Active
Damian,Grabowski,20.0,5.0,0.0,Heavyweight,False,Active
Jordan,Espinosa,11.0,5.0,0.0,Flyweight,False,Active
Yushin,Okami,34.0,12.0,0.0,Welterweight,False,Active
Hyun Gyu,Lim,13.0,7.0,1.0,Welterweight,False,Active
Mark,Cherico,11.0,2.0,0.0,Featherweight,False,Active
Vince,Morales,7.0,1.0,0.0,Bantamweight,False,Active
Mike,Santiago,21.0,12.0,0.0,Featherweight,False,Active
Domingo,Pilarte,7.0,1.0,0.0,Bantamweight,False,Active
Bobby,Green,24.0,8.0,1.0,Lightweight,False,Active
Brett,Johns,15.0,0.0,0.0,Bantamweight,False,Active
JP,Buys,4.0,2.0,0.0,Flyweight,False,Active
Maki,Pitolo,9.0,4.0,0.0,Middleweight,False,Active
Jeremy,Stephens,28.0,14.0,0.0,Featherweight,False,Active
Martin,Kampmann,20.0,7.0,0.0,Welterweight,False,NotFighting
Corey,Anderson,10.0,4.0,0.0,Light_Heavyweight,False,Active
Kwan Ho,Kwak,9.0,2.0,0.0,Bantamweight,False,Active
Steven,Peterson,16.0,7.0,0.0,Featherweight,False,Active
Chibwikem,Onyenegecha,6.0,0.0,0.0,Middleweight,False,Active
Keita,Nakamura,33.0,8.0,2.0,Welterweight,False,Active
Juliana,Lima,9.0,5.0,0.0,Women_Strawweight,False,Active
Elizeu,Zaleski dos Santos,19.0,5.0,0.0,Welterweight,False,Active
Benito,Lopez,9.0,0.0,0.0,Bantamweight,False,Active
Austin,Vanderford,3.0,0.0,0.0,Welterweight,False,Active
Lauren,Murphy,10.0,4.0,0.0,Women_Flyweight,False,Active
Kennedy,Nzechukwu,3.0,0.0,0.0,Light_Heavyweight,False,Active
Angelo,Trevino,7.0,2.0,0.0,Welterweight,False,Active
Jamie,Varner,21.0,11.0,1.0,Lightweight,False,NotFighting
Brian,Ortega,14.0,0.0,0.0,Featherweight,False,Active
Janay,Harding,3.0,2.0,0.0,Women_Bantamweight,False,Active
Edmen,Shahbazyan,6.0,0.0,0.0,Middleweight,False,Active
Alan,Belcher,17.0,7.0,0.0,Middleweight,False,NotFighting
Julie,Kedzie,16.0,13.0,0.0,Women_Bantamweight,False,NotFighting
Magomed,Mustafaev,13.0,2.0,0.0,Lightweight,False,Active
Kelly,Velasco,2.0,2.0,0.0,Women_Bantamweight,False,Active
Antonio,Jones,6.0,0.0,0.0,Middleweight,False,Active
Adam,Antolin,13.0,3.0,0.0,Flyweight,False,Active
Livinha,Souza,11.0,1.0,0.0,Women_Strawweight,False,Active
Joe,Lauzon,27.0,16.0,0.0,Lightweight,False,Active
Tommy,Wauchope,5.0,1.0,0.0,,False,NotFighting
Don'Tale,Mayes,3.0,2.0,0.0,Heavyweight,False,Active
Mackenzie,Dern,7.0,0.0,0.0,Women_Strawweight,False,Active
Kevin,Aguilar,14.0,1.0,0.0,Lightweight,False,Active
Erik,Koch,15.0,6.0,0.0,Lightweight,False,Active
Ryan,LaFlare,13.0,2.0,0.0,Welterweight,False,Active
Dhiego,Lima,14.0,7.0,0.0,Welterweight,False,Active
David,Teymur,8.0,1.0,0.0,Lightweight,False,Active
Allen,Crowder,9.0,3.0,0.0,Heavyweight,False,Active
Jim,Crute,7.0,0.0,0.0,Light_Heavyweight,False,Active
Alexander,Yakovlev,23.0,8.0,1.0,Welterweight,False,Active
Bevon,Lewis,5.0,0.0,0.0,Middleweight,False,Active
Chris,Birchler,7.0,3.0,0.0,Light_Heavyweight,False,Active
Joe,Ellenberger,15.0,2.0,0.0,Lightweight,False,Active
Michael,Graves,6.0,0.0,1.0,Welterweight,False,NotFighting
Jarjis,Danho,6.0,1.0,1.0,Heavyweight,False,Active
Matt,Frevola,6.0,0.0,0.0,Lightweight,False,Active
Yana,Kunitskaya,10.0,4.0,0.0,Women_Featherweight,False,Active
Mike,Davis,5.0,0.0,0.0,Featherweight,False,Active
Uriah,Hall,14.0,8.0,0.0,Middleweight,False,Active
Nathan,Coy,15.0,7.0,0.0,Welterweight,False,Active
Alex,Morono,14.0,4.0,0.0,Welterweight,False,Active
Luke,Flores,7.0,1.0,0.0,Lightweight,False,Active
Sodiq,Yusuff,6.0,1.0,0.0,Featherweight,False,Active
Rani,Yahya,25.0,9.0,0.0,Bantamweight,False,Active
Kelvin,Gastelum,16.0,3.0,0.0,Middleweight,False,Active
Anton,Berzin,5.0,2.0,0.0,Light_Heavyweight,False,Active
Sabah,Homasi,11.0,8.0,0.0,Welterweight,False,Active
Ramazan,Emeev,17.0,3.0,0.0,Middleweight,False,Active
Jeff,Hughes,9.0,1.0,0.0,Heavyweight,False,Active
Igor,Pokrajac,25.0,13.0,0.0,Light_Heavyweight,False,Active
Rafael,Natal,21.0,9.0,1.0,Middleweight,False,Active
Frankie,Saenz,13.0,5.0,0.0,Bantamweight,False,Active
Oskar,Piechota,11.0,0.0,1.0,Middleweight,False,Active
Josh,Appelt,15.0,6.0,0.0,Heavyweight,False,Active
Trevor,Smith,15.0,8.0,0.0,Middleweight,False,Active
Devin,Powell,8.0,3.0,0.0,Lightweight,False,Active
Randall,Wallace,15.0,7.0,0.0,Middleweight,False,Active
Chase,Hooper,4.0,0.0,0.0,Featherweight,False,Active
Jake,Ellenberger,31.0,14.0,0.0,Welterweight,False,Active
Josh,Samman,12.0,5.0,0.0,Middleweight,False,NotFighting
Paige,VanZant,7.0,4.0,0.0,Women_Flyweight,False,Active
Tyson,Pedro,7.0,1.0,0.0,Light_Heavyweight,False,Active
Mads,Burnell,9.0,3.0,0.0,Featherweight,False,Active
Canaan,Kawaihae,4.0,0.0,0.0,Featherweight,False,Active
Thales,Leites,27.0,9.0,0.0,Middleweight,False,Active
Yancy,Medeiros,15.0,5.0,0.0,Welterweight,False,Active
Li,Jingliang,14.0,5.0,0.0,Welterweight,False,Active
Leslie,Smith,10.0,7.0,1.0,Women_Bantamweight,False,Active
Alan,Jouban,16.0,6.0,0.0,Welterweight,False,Active
Vicente,Luque,13.0,6.0,1.0,Welterweight,False,Active
Luke,Sanders,13.0,2.0,0.0,Bantamweight,False,Active
Brian,Camozzi,7.0,5.0,0.0,Welterweight,False,Active
Nick,Newell,14.0,1.0,0.0,Lightweight,False,Active
Nik,Lentz,30.0,9.0,2.0,Lightweight,False,Active
Alex,Nicholson,7.0,4.0,0.0,Middleweight,False,Active
Alex,Munoz,4.0,0.0,0.0,Lightweight,False,Active
Ben,Rothwell,36.0,10.0,0.0,Heavyweight,False,Active
Jordan,Mein,30.0,12.0,0.0,Welterweight,False,Active
.,To Be Determined,,,,Welterweight,False,Active
George,Sullivan,17.0,6.0,0.0,Welterweight,False,Active
Randy,Brown,10.0,2.0,0.0,Welterweight,False,Active
Irene,Aldana,8.0,4.0,0.0,Women_Bantamweight,False,Active
Allan,Zuniga,13.0,1.0,0.0,Lightweight,False,Active
Brian,Melancon,7.0,3.0,0.0,Welterweight,False,NotFighting
Tim,Williams,15.0,4.0,0.0,Middleweight,False,Active
Kamaru,Usman,13.0,1.0,0.0,Welterweight,False,Active
Abdul Razak,Alhassan,9.0,1.0,0.0,Welterweight,False,Active
John,Gunther,6.0,1.0,0.0,Lightweight,False,Active
Clay,Guida,34.0,15.0,0.0,Lightweight,False,Active
Jason,Jackson,7.0,3.0,0.0,Welterweight,False,Active
Minotauro,Nogueira,34.0,10.0,1.0,Heavyweight,False,NotFighting
Zak,Cummings,21.0,6.0,0.0,Welterweight,False,Active
Mark,Bocek,12.0,5.0,0.0,Lightweight,False,NotFighting
Anthony,Johnson,22.0,6.0,0.0,Light_Heavyweight,False,NotFighting
Yoel,Romero,13.0,3.0,0.0,Middleweight,False,Active
Cat,Zingano,9.0,3.0,0.0,Women_Bantamweight,False,Active
Gerald,Meerschaert,27.0,9.0,0.0,Middleweight,False,Active
Sara,McMann,11.0,5.0,0.0,Women_Bantamweight,False,Active
Roy,Nelson,23.0,14.0,0.0,Heavyweight,False,Active
Jon,Tuck,10.0,4.0,0.0,Lightweight,False,Active
Lauren,Mueller,6.0,0.0,0.0,Women_Flyweight,False,Active
Manny,Gamburyan,18.0,11.0,0.0,Bantamweight,False,NotFighting
Ovince,Saint Preux,22.0,11.0,0.0,Light_Heavyweight,False,Active
Chael,Sonnen,29.0,14.0,1.0,Light_Heavyweight,False,NotFighting
Brendan,Schaub,11.0,5.0,0.0,Heavyweight,False,NotFighting
Joe,Soto,18.0,7.0,0.0,Bantamweight,False,Active
Nate,Diaz,20.0,11.0,0.0,Welterweight,False,Active
Michelle,Waterson,15.0,6.0,0.0,Women_Strawweight,False,Active
Curtis,Millender,15.0,3.0,0.0,Welterweight,False,Active
Tarec,Saffiedine,16.0,7.0,0.0,Welterweight,False,Active
Matt,Schnell,11.0,4.0,0.0,Flyweight,False,Active
Augusto,Mendes,6.0,2.0,0.0,Bantamweight,False,Active
Shane,Burgos,10.0,1.0,0.0,Featherweight,False,Active
Carlos,Felipe,8.0,0.0,0.0,Heavyweight,False,Active
Ray,Borg,11.0,3.0,0.0,Flyweight,False,Active
Talita,Bernardo,5.0,2.0,0.0,Women_Bantamweight,False,Active
Spencer,Fisher,25.0,9.0,0.0,Lightweight,False,NotFighting
Shinsho,Anzai,10.0,2.0,0.0,Welterweight,False,Active
Darren,Till,17.0,0.0,1.0,Welterweight,False,Active
Cory,Sandhagen,8.0,1.0,0.0,Featherweight,False,Active
Thiago,Alves,27.0,12.0,0.0,Welterweight,False,Active
Gray,Maynard,14.0,7.0,1.0,Featherweight,False,Active
Alexander,Gustafsson,18.0,4.0,0.0,Light_Heavyweight,False,Active
Johnny,Eduardo,28.0,12.0,0.0,Bantamweight,False,Active
Anthony,Smith,29.0,13.0,0.0,Light_Heavyweight,False,Active
Rustam,Khabilov,21.0,3.0,0.0,Lightweight,False,Active
Jake,Collier,11.0,4.0,0.0,Light_Heavyweight,False,Active
Kyle,Bochniak,8.0,3.0,0.0,Featherweight,False,Active
Saparbek,Safarov,8.0,2.0,0.0,Light_Heavyweight,False,Active
Rob,Wilkinson,11.0,2.0,0.0,Middleweight,False,Active
Felipe,Arantes,18.0,9.0,1.0,Bantamweight,False,Active
Mike,Jackson,1.0,1.0,0.0,Welterweight,False,Active
Mickey,Gall,4.0,1.0,0.0,Welterweight,False,Active
Hakeem,Dawodu,7.0,0.0,1.0,Featherweight,False,Active
Niko,Price,11.0,1.0,0.0,Welterweight,False,Active
Bojan,Mihajlovic,10.0,5.0,0.0,Heavyweight,False,Active
Mirko,Cro Cop,31.0,11.0,2.0,Heavyweight,False,NotFighting
Gian,Villante,16.0,10.0,0.0,Light_Heavyweight,False,Active
Mauricio,Rua,24.0,10.0,0.0,Light_Heavyweight,False,Active
Jimy,Hettes,11.0,3.0,0.0,Featherweight,False,Active
Damir,Hadzovic,11.0,4.0,0.0,Lightweight,False,Active
Bojan,Velickovic,15.0,6.0,1.0,Welterweight,False,Active
Scott,Holtzman,11.0,2.0,0.0,Lightweight,False,Active
Marcin,Tybura,16.0,4.0,0.0,Heavyweight,False,Active
Aiemann,Zahabi,7.0,1.0,0.0,Bantamweight,False,Active
Manny,Bermudez,12.0,0.0,0.0,Bantamweight,False,Active
Frankie,Edgar,21.0,6.0,1.0,Featherweight,False,Active
Bradley,Scott,12.0,6.0,0.0,Welterweight,False,Active
Alessio,Di Chirico,11.0,2.0,0.0,Middleweight,False,Active
Antonio Rogerio,Nogueira,22.0,7.0,0.0,Light_Heavyweight,False,Active
Tim,Elliott,16.0,8.0,1.0,Flyweight,False,Active
Thiago,Santos,17.0,5.0,0.0,Middleweight,False,Active
John,Phillips,21.0,6.0,0.0,Middleweight,False,Active
Fabricio,Werdum,23.0,7.0,1.0,Heavyweight,False,Active
Brad,Pickett,26.0,14.0,0.0,Bantamweight,False,NotFighting
Donald,Cerrone,33.0,10.0,0.0,Welterweight,False,Active
Aljamain,Sterling,14.0,3.0,0.0,Bantamweight,False,Active
Drakkar,Klose,8.0,1.0,1.0,Lightweight,False,Active
Thibault,Gouti,12.0,4.0,0.0,Lightweight,False,Active
Hector,Lombard,34.0,9.0,1.0,Middleweight,False,Active
Demian,Maia,25.0,9.0,0.0,Welterweight,False,Active
Ricardo,Ramos,11.0,1.0,0.0,Bantamweight,False,Active
Shane,Carwin,12.0,2.0,0.0,Heavyweight,False,NotFighting
Costas,Philippou,13.0,5.0,0.0,Middleweight,False,NotFighting
Sultan,Aliev,14.0,3.0,0.0,Welterweight,False,Active
Jordan,Johnson,9.0,0.0,0.0,Light_Heavyweight,False,Active
Brock,Lesnar,6.0,3.0,0.0,Heavyweight,False,NotFighting
Ashlee,Evans-Smith,6.0,3.0,0.0,Women_Flyweight,False,Active
Eric,Shelton,11.0,5.0,0.0,Flyweight,False,Active
Alexander,Hernandez,9.0,1.0,0.0,Lightweight,False,Active
Jonathan,Wilson,7.0,3.0,0.0,Middleweight,False,Active
Cyril,Asker,9.0,4.0,0.0,Heavyweight,False,Active
Alexandre,Pantoja,19.0,3.0,0.0,Flyweight,False,Active
Andrea,Lee,9.0,2.0,0.0,Women_Flyweight,False,Active
Mike,Pyle,27.0,14.0,1.0,Welterweight,False,Active
Takanori,Gomi,35.0,14.0,0.0,Lightweight,False,Active
James,Te Huna,18.0,9.0,0.0,Middleweight,False,NotFighting
Johny,Hendricks,18.0,8.0,0.0,Middleweight,False,Active
Santiago,Ponzinibbio,27.0,3.0,0.0,Welterweight,False,Active
Damien,Brown,17.0,12.0,0.0,Lightweight,False,Active
Chad,Mendes,17.0,4.0,0.0,Featherweight,False,Active
Leonardo,Santos,16.0,4.0,1.0,Lightweight,False,Active
Adam,Milstead,8.0,2.0,0.0,Light_Heavyweight,False,Active
Antonio Braga,Neto,9.0,3.0,0.0,Middleweight,False,Active
Eddie,Alvarez,29.0,5.0,0.0,Lightweight,False,Active
Curtis,Blaydes,10.0,1.0,0.0,Heavyweight,False,Active
Iuri,Alcantara,35.0,9.0,0.0,Bantamweight,False,Active
Alejandro,Perez,21.0,6.0,1.0,Bantamweight,False,Active
Dmitry,Sosnovskiy,10.0,0.0,0.0,Lightweight,False,Active
...,To be determined,,,,,False,Active
Henrique,da Silva,12.0,4.0,0.0,Light_Heavyweight,False,Active
Alex,Reyes,13.0,3.0,,Welterweight,False,Active
Henry,Briones,19.0,8.0,1.0,Bantamweight,False,Active
Anna,Elmose,3.0,2.0,0.0,Women_Strawweight,False,NotFighting
Tony,Ferguson,25.0,3.0,0.0,Lightweight,False,Active
Marco,Beltran,8.0,7.0,0.0,Flyweight,False,Active
Cody,Garbrandt,11.0,1.0,0.0,Bantamweight,False,Active
Ion,Cutelaba,13.0,3.0,0.0,Light_Heavyweight,False,Active
Darren,Elkins,24.0,5.0,0.0,Featherweight,False,Active
Alberto,Uda,9.0,2.0,0.0,Middleweight,False,Active
Jose,Quinonez,8.0,2.0,0.0,Bantamweight,False,Active
Nad,Narimani,10.0,2.0,0.0,Lightweight,False,Active
Chan Sung,Jung,14.0,4.0,0.0,Featherweight,False,Active
Gabriel,Benitez,21.0,7.0,0.0,Featherweight,False,Active
Yves,Edwards,42.0,22.0,1.0,Lightweight,False,NotFighting
Jessica,Eye,12.0,6.0,0.0,Women_Flyweight,False,Active
Yair,Rodriguez,11.0,2.0,0.0,Featherweight,False,Active
Dmitrii,Smoliakov,8.0,2.0,0.0,Heavyweight,False,Active
Cyrille,Diabate,20.0,10.0,3.0,Light_Heavyweight,False,NotFighting
Neil,Magny,21.0,7.0,0.0,Welterweight,False,Active
Ben,Saunders,22.0,9.0,2.0,Welterweight,False,Active
Claude,Patrick,14.0,2.0,0.0,Welterweight,False,NotFighting
Marion,Reneau,9.0,3.0,1.0,Women_Bantamweight,False,Active
Justin,Scoggins,11.0,4.0,0.0,Bantamweight,False,Active
Marcel,Fortuna,9.0,3.0,0.0,Light_Heavyweight,False,Active
Frank,Mir,18.0,11.0,0.0,Heavyweight,False,Active
Travis,Browne,18.0,7.0,1.0,Heavyweight,False,Active
Erick,Silva,19.0,9.0,0.0,Welterweight,False,Active
Dustin,Ortiz,18.0,7.0,0.0,Flyweight,False,Active
Gavin,Tucker,10.0,1.0,0.0,Featherweight,False,Active
Marlon,Vera,10.0,5.0,1.0,Bantamweight,False,Active
Makwan,Amirkhani,14.0,3.0,0.0,Featherweight,False,Active
Renan,Barao,36.0,6.0,0.0,Bantamweight,False,Active
Douglas,Silva de Andrade,25.0,2.0,0.0,Bantamweight,False,Active
Guido,Cannetti,8.0,3.0,0.0,Bantamweight,False,Active
Darrell,Horcher,13.0,3.0,0.0,Lightweight,False,Active
Charles,Oliveira,23.0,8.0,0.0,Lightweight,False,Active
Drew,Dober,19.0,8.0,0.0,Welterweight,False,Active
Jeremy,Kimball,15.0,7.0,0.0,Light_Heavyweight,False,Active
Jodie,Esquibel,6.0,3.0,0.0,Women_Strawweight,False,Active
Wu,Yanan,9.0,2.0,0.0,Women_Bantamweight,False,Active
Davey,Grant,10.0,3.0,0.0,Bantamweight,False,Active
Tatiana,Suarez,7.0,0.0,0.0,Women_Strawweight,False,Active
Volkan,Oezdemir,15.0,2.0,0.0,Light_Heavyweight,False,Active
Yan,Xiaonan ,8.0,1.0,0.0,Women_Strawweight,False,Active
Diego,Rivas,7.0,2.0,0.0,Bantamweight,False,Active
Amanda,Cooper,4.0,4.0,0.0,Women_Strawweight,False,Active
Andrew,Sanchez,10.0,4.0,0.0,Middleweight,False,Active
Jarred,Brooks,13.0,2.0,0.0,Flyweight,False,Active
Aaron,Riley,29.0,14.0,1.0,Lightweight,False,NotFighting
David,Branch,21.0,4.0,0.0,Middleweight,False,Active
Alberto,Mina,13.0,1.0,0.0,Welterweight,False,Active
Eric,Spicely,10.0,5.0,0.0,Middleweight,False,Active
Robbie,Lawler,28.0,12.0,0.0,Welterweight,False,Active
Chris ,Holdsworth,7.0,0.0,0.0,Bantamweight,False,Active
Michel,Quinones,8.0,3.0,0.0,Lightweight,False,Active
